422.0883074001	2
367.5045879863	1
280.3354222829	3
640.6004842193	11
172.0451482159	10
449.3447692731	1
262.6209369967	8
128.3576536243	11
285.7409615166	10
749.774656805	10
433.6004094383	9
878.4837549795	10
91.8195888827	3
92.9362393342	7
767.5307232806	9
71.1935229378	3
564.3253112066	8
584.5089434284	9
582.5823178673	10
494.670411293	9
109.6397371053	8
692.9786490267	3
28.8653192653	9
623.836778835	11
24.022372912	10
472.6552353721	3
29.1600877073	9
778.1769625554	10
160.1091106794	10
278.6127487148	1
747.9130080809	3
10.6529360733	10
290.9559744943	9
728.8886409486	11
923.5848668731	9
257.7040075512	7
235.4073792681	10
598.296526189	2
384.4032453271	3
604.2228270785	8
232.0155577989	10
807.0418811002	2
34.4202534369	7
395.2623125473	10
651.1002701822	7
897.4902751218	2
190.5650326134	10
268.7923126017	10
627.4778991198	7
325.5013271238	1
688.6092577413	12
53.8266820749	3
529.5466193591	2
315.2591563355	9
265.4317493529	12
994.7085298925	3
61.2684265145	11
568.7002636514	12
491.5091011275	2
831.7156687997	11
519.9339884585	10
369.6719735922	12
743.5274033647	9
318.2005025203	9
572.2341575018	3
515.8736817161	12
87.5073672286	10
142.3376183258	10
835.0942868024	3
535.8409668251	9
125.9270811199	2
552.3422105034	10
971.0609104431	9
504.4521103322	1
156.624540402	9
725.5248766969	3
512.5532596503	3
77.7988925072	3
154.7078683745	7
803.7514697504	12
875.6491828464	8
198.3246292037	12
482.7538271434	1
410.855356198	3
461.317715549	2
84.3166506124	12
451.980999309	10
392.5737240696	3
421.174406909	1
555.4413972333	11
213.463113793	12
250.4438933572	12
57.2098152652	1
222.42367147	9
926.7973070616	3
790.2967588207	10
967.0751052001	3
51.2662766133	1
690.9858386454	2
268.4104354138	2
375.5162273678	7
447.3876949376	2
560.9688421119	12
941.1585639442	1
153.2753471603	1
464.1126160296	7
371.9570085994	9
496.300115656	11
879.8747098488	7
741.4722560653	8
228.26331532	11
105.7525013048	7
663.5410433665	8
487.9417651355	7
923.5352245993	1
371.1064667343	7
334.3176030427	12
594.5711918991	12
79.9656874348	7
226.0915039242	7
999.3273016758	7
350.9343455052	7
311.7282555473	11
931.3304754196	7
49.8259515127	3
247.0340120281	2
196.9193910917	9
626.3486130468	7
975.4014245383	7
836.0950124627	2
195.5430145539	8
788.9114965676	12
502.2423426681	9
190.5705871217	12
521.2463531189	9
27.2566203868	3
633.5047733245	3
407.7975682913	1
610.8541510769	7
784.2845335465	12
877.8219917791	1
800.965304872	12
897.1708949354	7
45.8415285826	12
336.9700074929	12
432.4938448502	10
151.2925953983	3
728.4229427631	12
523.8904284423	10
686.8581428467	2
998.1221020763	11
546.3892023686	10
867.5744137594	1
747.1333593939	10
151.5337838161	9
944.2804639502	3
288.3064155386	11
354.6610405724	11
719.7719056075	11
152.7471507798	11
171.5321096761	12
73.9490014906	9
261.4021310844	9
164.1235759857	9
464.7198999366	9
601.5997025013	10
959.9143331622	11
301.8733189472	12
92.0213772155	8
340.9607441474	10
973.8961160247	8
997.6674095433	1
290.3494873785	9
604.9392771129	1
907.1833708412	7
230.4488189603	8
944.6523385121	8
829.5004842391	11
127.4188579292	2
381.4710328707	1
546.6499796966	10
967.9911676543	7
373.9136370729	11
918.6027562529	8
558.5197237148	7
399.641474049	11
417.7141541844	7
911.1244413767	1
77.3344448195	9
258.2385527077	9
111.964887866	3
262.2836830736	2
395.1945725305	11
105.9451987923	2
944.4394966071	9
991.6831587109	2
605.6209729192	2
113.5621719179	11
144.1197933487	9
