957.4628767213	5
1297.3139709716	3
1029.6162133055	5
643.0463433523	1
1033.8556330582	8
-82.2231958672	8
1279.838429343	8
1081.2840901916	5
610.9520519635	2
-96.356312637	-3
1119.2740526281	6
611.8511213646	-3
721.2104254037	4
933.2246711314	3
473.7454451287	2
1286.4454178043	1
1257.2993661782	2
1157.9766586587	4
578.4365517176	-2
161.5159950749	3
140.3386529153	2
932.8722654507	4
126.2307616234	0
956.1309770444	3
-34.4869857925	-3
1021.7408613017	-2
858.6547887853	1
1127.8875790559	-2
167.0648492725	8
157.600126484	-4
344.1523140248	2
982.8342909505	1
272.0066309505	3
1129.2309608056	6
228.1741579411	2
957.3611617743	7
111.1568460215	3
386.5287021465	8
950.0970801517	7
19.7090032874	-3
1179.3988854199	8
1327.9486666077	7
-95.1699673209	8
1111.2389371001	0
1080.3145780306	-1
419.5238474108	3
2.3880225431	-2
972.7534432669	0
1136.623770643	-3
572.8269207763	4
58.0535892511	5
838.8089659282	5
1320.4847934036	8
-128.8503128817	3
1118.6811318036	0
1246.1642480384	-3
669.3619055403	2
885.211468872	-3
-36.0200480583	5
920.5221486523	4
855.0483139848	-1
586.3290735211	2
1219.6631518536	2
367.4702360206	1
1011.1032523835	3
367.3261120413	7
1109.7903638902	7
174.4764342164	7
119.6509530226	3
403.8067114514	1
777.5078484719	7
576.3028079963	8
412.3426168551	2
335.452503098	5
944.8129123448	0
962.0807295451	5
377.93778966	1
-124.705672237	1
1215.4012014226	-3
-29.9830176045	-1
901.0709005109	8
825.3398179418	-1
1164.6565929698	1
-30.9265700428	-2
2.1736526173	-2
335.8862655219	3
890.4634183963	6
101.7855027812	0
550.8362299503	8
1288.2144228624	6
553.7603128809	-1
-20.876810425	5
1317.3320028986	8
628.2754729339	3
-15.1052149759	1
-46.9729939752	3
344.1549929918	2
659.8636373736	7
463.9670735913	3
532.0857959525	7
1003.2853731002	2
-43.9846830033	5
320.0477911926	6
20.2717016083	6
711.0809028052	-1
1318.6262374332	5
495.3164474689	7
618.553989433	5
736.6695066098	2
539.3064401218	7
401.5283577482	-1
91.7846560862	6
1100.4054672966	7
1304.3413810197	5
953.0940275306	0
728.4125208691	6
69.9120898016	0
5.0645325655	5
523.5750212644	0
622.5919881613	1
1116.1471718693	2
418.5779686056	6
-146.4012860002	1
270.7723719099	-2
1323.9793865393	0
-104.2274483719	0
921.388031368	8
206.5836292863	8
725.8260197537	4
672.4931587843	-4
827.7313669146	2
728.1402472856	5
824.3097217719	-3
743.8061850861	8
354.9365586973	4
60.1868121355	1
921.2794867032	6
279.051768449	0
997.556939693	4
44.9372876423	7
1262.3262355277	7
-91.6489427352	2
-68.9917124536	6
635.129244981	-2
1150.2147481413	4
645.3192876897	3
196.007944756	5
335.0588224317	-2
1287.2299553239	1
451.4446321772	2
317.8967803026	5
333.5183274114	-1
450.2885090157	3
181.1448836279	6
1111.2008779123	-1
-82.3712353431	3
431.3970165094	2
1237.4487576074	4
1105.9257182337	5
1030.4016017683	-3
34.6617493671	6
248.5874007997	0
-133.0415174735	1
1090.7033178734	-3
142.695079668	-1
1017.9732260683	5
856.1924021515	-2
984.2217398905	0
1202.2066118107	6
1285.2383768829	4
1126.025347744	8
26.8317717138	-2
156.4436322112	1
913.2022817893	3
1113.1097366984	8
1289.6760641305	8
1200.6655554705	-3
896.0496337751	6
829.0549364764	-2
378.5054431761	-1
813.8820097824	1
830.0263922205	5
-118.5360753083	6
786.9832588171	-2
427.7772974591	5
-81.4178562696	-4
-21.7285156179	0
-70.7057676127	7
-109.7513487544	8
762.0775749703	-3
426.9497311324	2
407.3636578116	6
418.8535306731	1
-111.524372426	6
1344.2650396348	6
998.747077089	0
686.4413740949	6
1147.4980414822	5
250.1301107948	2
489.0505326997	0
