819.6324781783	12
107.6324213867	1
82.4398312972	6
588.6979549312	6
259.8389118319	11
-17.7261447349	8
659.3826973072	1
429.1553288435	2
609.2652726229	6
1013.3586907738	11
-35.9343680467	8
1077.915215598	6
377.0787158769	12
335.0449311193	4
-34.1165778305	6
400.8921160319	7
531.8441664451	9
1252.19128817	4
1121.2380364276	2
951.9172619084	5
933.8935231669	12
-114.6415924973	10
17.4819305178	8
754.1924531706	6
456.0987782598	8
969.3504936527	12
707.5187484146	4
1333.1543923508	3
686.3926345547	9
175.1766500996	12
959.1849651606	4
320.5798118353	12
727.8948809107	2
1162.2595335593	5
1261.8612409999	10
506.809808879	5
19.8552724261	11
673.8012290246	11
661.989153904	3
1035.9847131239	11
-93.3250275998	8
268.426817998	5
-123.2694643962	12
901.1370615463	5
436.2044716189	4
716.1019554744	7
-64.2883311697	1
648.2379575917	12
1348.8154660578	11
1060.0050385597	3
1343.1991937003	7
470.4582081538	9
391.255820041	5
1068.2096517478	5
1182.9471927092	3
-106.3508438733	6
1152.3260499005	6
104.7498395401	11
-126.4756189516	7
952.8581014533	12
305.3556135802	5
692.0584653714	9
151.452267034	3
-120.0613312387	7
1013.2094680167	4
763.9381974923	3
98.2568296351	5
62.3860344642	3
287.5117888674	10
593.8690316186	12
105.8421628197	4
1217.4926335102	1
587.9939140462	11
257.6184347788	9
427.503769551	2
584.8135298693	2
832.2940362125	7
1220.1511625341	3
878.0042168475	7
327.4801729501	9
118.8767050818	1
1302.1337876083	6
19.2728000197	5
1040.2145884371	10
996.2418600593	7
1026.8886318444	8
1292.5246722316	12
440.5257703643	6
1163.6828519014	7
742.690568178	8
1243.1106407989	10
906.402446094	11
487.0422929005	2
1057.3422270004	11
542.7820365573	12
948.5059213757	11
631.5165075374	2
202.89678981	2
762.5970165728	2
504.017687	10
1220.4605229315	8
113.3797655802	12
1019.5069340481	2
91.0318781255	8
95.1856294524	12
172.372554574	1
505.5282935813	3
1089.9334749568	5
257.150506729	10
1260.2917744411	1
-46.0966876144	4
1307.443503154	6
142.088333252	12
502.5737391251	11
-144.626469926	2
635.2965285078	9
507.08267373	6
786.3070642694	7
845.9026857226	11
1023.4260899906	2
1266.2093008214	3
354.3662528642	7
1202.411403206	12
750.5249365305	7
985.9911539746	10
878.609872786	1
684.3322575325	1
1012.7894261147	5
920.5496830057	9
-79.7627195214	10
0.8575048319	7
1328.0228903056	2
1252.221695944	1
520.6210275692	4
842.8909957737	8
335.2382426424	12
55.9056785572	9
78.8646045336	5
-87.7652499408	10
1256.7285973973	8
866.1787345781	12
1254.1949947631	4
1105.9206131409	11
382.3296839799	3
225.8187300296	7
136.1347387295	8
20.2634340044	12
898.476299136	7
494.3512305965	9
-74.0372144987	8
49.1371208902	3
244.8199857848	12
574.2517644636	4
951.8103154537	1
-63.1495575029	10
889.6323086853	8
384.3920651193	10
607.185338106	1
-44.7405621074	5
378.3479554501	8
-21.797845008	3
282.1948012358	11
89.8063927816	1
846.4848844805	10
857.0894476718	9
1104.6852080634	11
53.8015979912	8
1300.6198170148	2
1047.3239645316	3
117.5027119939	1
493.8862967577	8
908.6906933308	6
865.3521083752	2
334.0778039491	11
537.5599076101	10
989.908801977	9
748.0604573101	12
803.5760726359	10
299.9362797674	7
1076.1921415344	8
1284.6701203981	12
812.1867592456	3
1255.1492100764	10
383.0909666663	6
909.3791337092	1
282.1119324291	5
-67.0628751538	11
945.641293696	5
368.9036758407	8
520.8983758955	4
77.8509124154	5
988.9192062348	5
549.6251010468	2
195.4258294869	7
324.4130972623	10
122.2730968865	9
932.3689459711	11
-13.9576931921	10
554.8682512389	10
-118.6454507736	2
